,,,,,,,,
,Reporting Date,NSE S&P CNX NIFTY,BSE BANKEX,REPO RATE (OVERNIGHT),REVERSE REPO RATE (OVERNIGHT),DAILY CALL MONEY RATE -HIGH,DAILY CALL MONEY RATE - LOW,RBI'S REFERENCE RATE: INR PER USD
,,Index,Index,Per cent,Per cent,Per cent,Per cent,Rupees
,28-Jun-2015,wh,wh,wh,wh,wh,wh,wh
,27-Jun-2015,,,7.25,6.25,7,4,
,26-Jun-2015,8381.1,21058.76,7.25,6.25,7.15,5,63.6042
,25-Jun-2015,8398,21214.9,7.25,6.25,7.35,5.7,63.6121
,24-Jun-2015,8360.85,21046.8,7.25,6.25,7.25,5.7,63.66
,23-Jun-2015,8381.55,21091.01,7.25,6.25,7.35,5.7,63.6406
,22-Jun-2015,8353.1,21022.2,7.25,6.25,7.3,5.85,63.5098
,21-Jun-2015,wh,wh,wh,wh,wh,wh,wh
,20-Jun-2015,,,7.25,6.25,7,4,
,19-Jun-2015,8224.95,20485.93,7.25,6.25,7.1,4,63.8195
,18-Jun-2015,8174.6,20311.11,7.25,6.25,7.25,5.8,63.8495
,17-Jun-2015,8091.55,20140.94,7.25,6.25,7.3,5.75,64.1135
,16-Jun-2015,8047.3,20170.71,7.25,6.25,7.55,5.8,64.1505
,15-Jun-2015,8013.9,19996.49,7.25,6.25,7.3,5.75,64.0868
,14-Jun-2015,wh,wh,wh,wh,wh,wh,wh
,13-Jun-2015,,,7.25,6.25,7.25,4,
,12-Jun-2015,7982.9,20077.07,7.25,6.25,7.25,4,64.0301
,11-Jun-2015,7965.35,19859.86,7.25,6.25,7.35,5.75,63.891
,10-Jun-2015,8124.45,20342.5,7.25,6.25,7.5,5.9,63.8849
,09-Jun-2015,8022.4,20088.43,7.25,6.25,7.5,5.7,63.936
,08-Jun-2015,8044.15,20040.77,7.25,6.25,8.2,5.7,64.11
,07-Jun-2015,wh,wh,wh,wh,wh,wh,wh
,06-Jun-2015,,,7.25,6.25,8.5,4,
,05-Jun-2015,8114.7,20190.33,7.25,6.25,7.55,4.5,63.8955
,04-Jun-2015,8130.65,20380.39,7.25,6.25,7.3,5.7,64.1775
,03-Jun-2015,8135.1,20363.35,7.25,6.25,7.3,5.5,63.8515
,02-Jun-2015,8236.45,20654.2,7.25,6.25,7.6,5.75,63.833
,01-Jun-2015,8433.4,21394.35,7.25,6.25,7.8,6.1,63.6083
,31-May-2015,wh,wh,wh,wh,wh,wh,wh
,30-May-2015,,,7.25,6.25,7.5,4,
,29-May-2015,8433.65,21511.65,7.5,6.5,7.65,5,63.7615
,28-May-2015,8319,21204.83,7.5,6.5,8.2,6.1,63.901
,27-May-2015,8334.6,21312.56,7.5,6.5,7.75,6.1,63.9475
,26-May-2015,8339.35,21061.5,7.5,6.5,7.75,6.1,63.845
,25-May-2015,8370.25,21045.54,7.5,6.5,7.8,6.1,63.6228
,24-May-2015,wh,wh,wh,wh,wh,wh,wh
,23-May-2015,,,7.5,6.5,7.5,4,
,22-May-2015,8458.95,21192.29,7.5,6.5,7.9,5,63.5728
,21-May-2015,8421,21280.85,7.5,6.5,7.85,6,63.7
,20-May-2015,8423.25,21312.39,7.5,6.5,7.75,6,63.8655
,19-May-2015,8365.65,21130.07,7.5,6.5,8.1,6.1,63.6868
,18-May-2015,8373.65,21166.24,7.5,6.5,7.85,6.1,63.5543
,17-May-2015,wh,wh,wh,wh,wh,wh,wh
,16-May-2015,,,7.5,6.5,7.8,4,
,15-May-2015,8262.35,20913.93,7.5,6.5,7.4,5.25,63.5788
,14-May-2015,8224.2,20822.52,7.5,6.5,7.75,6,63.838
,13-May-2015,8235.45,20768.07,7.5,6.5,7.8,6,64.1895
,12-May-2015,8126.95,20233.8,7.5,6.5,7.75,6,64.202
,11-May-2015,8325.25,20878.22,7.5,6.5,8.25,6,63.8495
,10-May-2015,wh,wh,wh,wh,wh,wh,wh
,09-May-2015,,,7.5,6.5,7.5,5,
,08-May-2015,8191.5,20389.59,7.5,6.5,7.5,5.5,64.0493
,07-May-2015,8057.3,19944.06,7.5,6.5,8.5,6,63.88
,06-May-2015,8097,20419.48,7.5,6.5,7.6,6,63.6425
,05-May-2015,8324.8,21196.02,7.5,6.5,7.8,5.75,63.5194
,04-May-2015,8331.95,21231.23,7.5,6.5,,,
,03-May-2015,wh,wh,wh,wh,wh,wh,wh
,02-May-2015,,,7.5,6.5,6.92,4.5,
,01-May-2015,,,7.5,6.5,,,
